individual	time	statistic	proportion	rate_eur2afr	replicate
eur_3	36000	indirect f4-ratio	0.026765275576686065	0.17500000000000002	12
eur_4	34000	indirect f4-ratio	0.020866349709455778	0.17500000000000002	12
eur_5	32000	indirect f4-ratio	0.013954921641133988	0.17500000000000002	12
eur_6	30000	indirect f4-ratio	0.03966367318189823	0.17500000000000002	12
eur_7	28000	indirect f4-ratio	-0.009420672653636109	0.17500000000000002	12
eur_8	26000	indirect f4-ratio	0.00365381229089623	0.17500000000000002	12
eur_9	24000	indirect f4-ratio	0.03913541116393726	0.17500000000000002	12
eur_10	22000	indirect f4-ratio	0.0037858777953864164	0.17500000000000002	12
eur_11	20000	indirect f4-ratio	0.020558196865645306	0.17500000000000002	12
eur_12	18000	indirect f4-ratio	0.03019897869343191	0.17500000000000002	12
eur_13	16000	indirect f4-ratio	0.05397076950167279	0.17500000000000002	12
eur_14	14000	indirect f4-ratio	0.004842401831308352	0.17500000000000002	12
eur_15	12000	indirect f4-ratio	0.013778834301813592	0.17500000000000002	12
eur_16	10000	indirect f4-ratio	0.03746258144039438	0.17500000000000002	12
eur_17	8000	indirect f4-ratio	0.004710336326818054	0.17500000000000002	12
eur_18	6000	indirect f4-ratio	0.038254974467335834	0.17500000000000002	12
eur_19	4000	indirect f4-ratio	0.018533192463461856	0.17500000000000002	12
eur_20	2000	indirect f4-ratio	0.028438105300228833	0.17500000000000002	12
eur_21	0	indirect f4-ratio	0.03957562951223803	0.17500000000000002	12
eur_1	40000	indirect f4-ratio	3.8248231019311074e-4	0.2	12
eur_2	38000	indirect f4-ratio	-0.012009944540064987	0.2	12
eur_3	36000	indirect f4-ratio	0.039663415567030014	0.2	12
eur_4	34000	indirect f4-ratio	0.004513291260279106	0.2	12
eur_5	32000	indirect f4-ratio	-4.972270032512771e-4	0.2	12
eur_6	30000	indirect f4-ratio	-0.040849110728628846	0.2	12
eur_7	28000	indirect f4-ratio	0.03832472748135385	0.2	12
eur_8	26000	indirect f4-ratio	4.972270032510551e-4	0.2	12
eur_9	24000	indirect f4-ratio	0.013616370242876319	0.2	12
eur_10	22000	indirect f4-ratio	-0.003748326639892996	0.2	12
eur_11	20000	indirect f4-ratio	-0.034385159686364464	0.2	12
eur_12	18000	indirect f4-ratio	-0.009332568368713101	0.2	12
eur_13	16000	indirect f4-ratio	-0.008185121438133658	0.2	12
eur_14	14000	indirect f4-ratio	-0.02918340026773758	0.2	12
eur_15	12000	indirect f4-ratio	-0.03342895391088163	0.2	12
eur_16	10000	indirect f4-ratio	-0.026314782941289083	0.2	12
eur_17	8000	indirect f4-ratio	-0.029068655574679747	0.2	12
eur_18	6000	indirect f4-ratio	-0.025894052400076584	0.2	12
eur_19	4000	indirect f4-ratio	-0.07221266016446748	0.2	12
eur_20	2000	indirect f4-ratio	-0.05832855230445588	0.2	12
eur_21	0	indirect f4-ratio	-0.02539682539682553	0.2	12
eur_1	40000	indirect f4-ratio	0.0497753369945082	0.225	12
eur_2	38000	indirect f4-ratio	-0.0017473789316027055	0.225	12
eur_3	36000	indirect f4-ratio	0.09660509236145776	0.225	12
eur_4	34000	indirect f4-ratio	-0.013379930104842952	0.225	12
eur_5	32000	indirect f4-ratio	0.013829256115826305	0.225	12
eur_6	30000	indirect f4-ratio	0.016824762855716324	0.225	12
eur_7	28000	indirect f4-ratio	0.007139291063404829	0.225	12
eur_8	26000	indirect f4-ratio	-0.053969046430354606	0.225	12
eur_9	24000	indirect f4-ratio	-0.02521218172740891	0.225	12
eur_10	22000	indirect f4-ratio	-0.03739390913629559	0.225	12
eur_11	20000	indirect f4-ratio	0.01717423864203682	0.225	12
eur_12	18000	indirect f4-ratio	-0.02880678981527729	0.225	12
eur_13	16000	indirect f4-ratio	-0.011632551173240246	0.225	12
eur_14	14000	indirect f4-ratio	-0.024213679480778794	0.225	12
eur_15	12000	indirect f4-ratio	-0.0515726410384425	0.225	12
eur_16	10000	indirect f4-ratio	-0.03469795307039436	0.225	12
eur_17	8000	indirect f4-ratio	-0.013979031452820756	0.225	12
eur_18	6000	indirect f4-ratio	-0.022316525212181748	0.225	12
eur_19	4000	indirect f4-ratio	-0.051123315027458816	0.225	12
eur_20	2000	indirect f4-ratio	-0.03459810284573139	0.225	12
eur_21	0	indirect f4-ratio	-0.020319520718921735	0.225	12
eur_1	40000	indirect f4-ratio	0.07153817442873134	0.25	12
eur_2	38000	indirect f4-ratio	0.050926885912163544	0.25	12
eur_3	36000	indirect f4-ratio	0.05723053954298507	0.25	12
eur_4	34000	indirect f4-ratio	0.03292829593994928	0.25	12
eur_5	32000	indirect f4-ratio	0.05370547007838089	0.25	12
eur_6	30000	indirect f4-ratio	0.08062041222577032	0.25	12
eur_7	28000	indirect f4-ratio	0.050595114668436136	0.25	12
eur_8	26000	indirect f4-ratio	0.092273877161697	0.25	12
eur_9	24000	indirect f4-ratio	0.07589267200265415	0.25	12
eur_10	22000	indirect f4-ratio	0.07668062870650683	0.25	12
eur_11	20000	indirect f4-ratio	0.05241985650893699	0.25	12
eur_12	18000	indirect f4-ratio	0.015717662671587918	0.25	12
eur_13	16000	indirect f4-ratio	0.0718284742669929	0.25	12
eur_14	14000	indirect f4-ratio	0.05366399867291505	0.25	12
eur_15	12000	indirect f4-ratio	0.03375772404926802	0.25	12
eur_16	10000	indirect f4-ratio	0.02865674117695849	0.25	12
eur_17	8000	indirect f4-ratio	0.04433293244308045	0.25	12
eur_18	6000	indirect f4-ratio	0.021648073653216082	0.25	12
eur_19	4000	indirect f4-ratio	0.07846389914154184	0.25	12
eur_20	2000	indirect f4-ratio	0.02550491436154767	0.25	12
eur_21	0	indirect f4-ratio	0.048728901422469106	0.25	12
eur_1	40000	indirect f4-ratio	0.07436237164624049	0	13
eur_2	38000	indirect f4-ratio	0.10968035773434914	0	13
eur_3	36000	indirect f4-ratio	0.1030970520039749	0	13
eur_4	34000	indirect f4-ratio	0.09564425306392843	0	13
eur_5	32000	indirect f4-ratio	0.09601689301093075	0	13
eur_6	30000	indirect f4-ratio	0.11154355746936073	0	13
eur_7	28000	indirect f4-ratio	0.11671911228883747	0	13
eur_8	26000	indirect f4-ratio	0.09100695594567743	0	13
eur_9	24000	indirect f4-ratio	0.11017721099701894	0	13
eur_10	22000	indirect f4-ratio	0.11547697913216304	0	13
eur_11	20000	indirect f4-ratio	0.08893673401788682	0	13
eur_12	18000	indirect f4-ratio	0.10665783371977478	0	13
eur_13	16000	indirect f4-ratio	0.1103014243126863	0	13
eur_14	14000	indirect f4-ratio	0.12504140443855583	0	13
eur_15	12000	indirect f4-ratio	0.10384233189797942	0	13
eur_16	10000	indirect f4-ratio	0.10289002981119577	0	13
eur_17	8000	indirect f4-ratio	0.11522855250082809	0	13
eur_18	6000	indirect f4-ratio	0.12479297780722098	0	13
eur_19	4000	indirect f4-ratio	0.09535442199403776	0	13
eur_20	2000	indirect f4-ratio	0.08235342828751246	0	13
eur_21	0	indirect f4-ratio	0.1135309705200398	0	13
eur_1	40000	indirect f4-ratio	0.06606890042472857	0.025	13
eur_2	38000	indirect f4-ratio	0.11986786219915058	0.025	13
eur_3	36000	indirect f4-ratio	0.12561671457376988	0.025	13
eur_4	34000	indirect f4-ratio	0.10939980265133642	0.025	13
eur_5	32000	indirect f4-ratio	0.05422798060834877	0.025	13
eur_6	30000	indirect f4-ratio	0.0966150414003174	0.025	13
eur_7	28000	indirect f4-ratio	0.08872109485606416	0.025	13
eur_8	26000	indirect f4-ratio	0.07949718992663779	0.025	13
eur_9	24000	indirect f4-ratio	0.1199107640825432	0.025	13
eur_10	22000	indirect f4-ratio	0.1037796559268952	0.025	13
eur_11	20000	indirect f4-ratio	0.09412673216354195	0.025	13
eur_12	18000	indirect f4-ratio	0.07640825432236475	0.025	13
eur_13	16000	indirect f4-ratio	0.10257840319190015	0.025	13
eur_14	14000	indirect f4-ratio	0.08438800463340346	0.025	13
eur_15	12000	indirect f4-ratio	0.11150199493757784	0.025	13
eur_16	10000	indirect f4-ratio	0.0898794457076666	0.025	13
eur_17	8000	indirect f4-ratio	0.10922819511776571	0.025	13
eur_18	6000	indirect f4-ratio	0.09017975889141538	0.025	13
eur_19	4000	indirect f4-ratio	0.08854948732249357	0.025	13
eur_20	2000	indirect f4-ratio	0.09060877772534215	0.025	13
eur_21	0	indirect f4-ratio	0.08108455961216698	0.025	13
eur_1	40000	indirect f4-ratio	0.05149999999999999	0.05	13
eur_2	38000	indirect f4-ratio	0.054749999999999965	0.05	13
eur_3	36000	indirect f4-ratio	0.10850000000000004	0.05	13
eur_4	34000	indirect f4-ratio	0.10416666666666674	0.05	13
eur_5	32000	indirect f4-ratio	0.08083333333333342	0.05	13
eur_6	30000	indirect f4-ratio	0.06612499999999999	0.05	13
eur_7	28000	indirect f4-ratio	0.06391666666666662	0.05	13
eur_8	26000	indirect f4-ratio	0.06974999999999998	0.05	13
eur_9	24000	indirect f4-ratio	0.04979166666666679	0.05	13
eur_10	22000	indirect f4-ratio	0.07358333333333344	0.05	13
eur_11	20000	indirect f4-ratio	0.0677916666666667	0.05	13
eur_12	18000	indirect f4-ratio	0.07266666666666666	0.05	13
eur_13	16000	indirect f4-ratio	0.08300000000000007	0.05	13
eur_14	14000	indirect f4-ratio	0.08716666666666673	0.05	13
eur_15	12000	indirect f4-ratio	0.061583333333333434	0.05	13
eur_16	10000	indirect f4-ratio	0.08187500000000003	0.05	13
eur_17	8000	indirect f4-ratio	0.08720833333333333	0.05	13
eur_18	6000	indirect f4-ratio	0.11945833333333333	0.05	13
eur_19	4000	indirect f4-ratio	0.09070833333333339	0.05	13
eur_20	2000	indirect f4-ratio	0.08404166666666679	0.05	13
eur_21	0	indirect f4-ratio	0.057499999999999996	0.05	13
eur_1	40000	indirect f4-ratio	0.06872751610474359	0.07500000000000001	13
eur_2	38000	indirect f4-ratio	0.07684263364845645	0.07500000000000001	13
eur_3	36000	indirect f4-ratio	0.06571571990295322	0.07500000000000001	13
eur_4	34000	indirect f4-ratio	0.06354053375721569	0.07500000000000001	13
eur_5	32000	indirect f4-ratio	0.06395883878524222	0.07500000000000001	13
eur_6	30000	indirect f4-ratio	0.08332636158286633	0.07500000000000001	13
eur_7	28000	indirect f4-ratio	0.1041161214757802	0.07500000000000001	13
eur_8	26000	indirect f4-ratio	0.03752196101397143	0.07500000000000001	13
eur_9	24000	indirect f4-ratio	0.06274575420396555	0.07500000000000001	13
eur_10	22000	indirect f4-ratio	0.07098636325608632	0.07500000000000001	13
eur_11	20000	indirect f4-ratio	0.07680080314565385	0.07500000000000001	13
eur_12	18000	indirect f4-ratio	0.052999247050949494	0.07500000000000001	13
eur_13	16000	indirect f4-ratio	0.0705262277252573	0.07500000000000001	13
eur_14	14000	indirect f4-ratio	0.05785158537605617	0.07500000000000001	13
eur_15	12000	indirect f4-ratio	0.048481552748264045	0.07500000000000001	13
eur_16	10000	indirect f4-ratio	0.0916506316405924	0.07500000000000001	13
eur_17	8000	indirect f4-ratio	0.05333389107337072	0.07500000000000001	13
eur_18	6000	indirect f4-ratio	0.06659416046180877	0.07500000000000001	13
eur_19	4000	indirect f4-ratio	0.06713795699824321	0.07500000000000001	13
eur_20	2000	indirect f4-ratio	0.03681084246632638	0.07500000000000001	13
eur_21	0	indirect f4-ratio	0.061030703589057156	0.07500000000000001	13
eur_1	40000	indirect f4-ratio	0.11540014536057508	0.1	13
eur_2	38000	indirect f4-ratio	0.06311071630461118	0.1	13
eur_3	36000	indirect f4-ratio	0.08560122748929999	0.1	13
eur_4	34000	indirect f4-ratio	0.08620689655172431	0.1	13
eur_5	32000	indirect f4-ratio	0.11709601873536313	0.1	13
eur_6	30000	indirect f4-ratio	0.1051037712993621	0.1	13
eur_7	28000	indirect f4-ratio	0.052329806993458794	0.1	13
eur_8	26000	indirect f4-ratio	0.08802390373899704	0.1	13
eur_9	24000	indirect f4-ratio	0.0861665186142293	0.1	13
eur_10	22000	indirect f4-ratio	0.10288298473713975	0.1	13
eur_11	20000	indirect f4-ratio	0.06307033836711629	0.1	13
eur_12	18000	indirect f4-ratio	0.08491480255188577	0.1	13
eur_13	16000	indirect f4-ratio	0.05761931680529764	0.1	13
eur_14	14000	indirect f4-ratio	0.09840103367519992	0.1	13
eur_15	12000	indirect f4-ratio	0.10013728498748298	0.1	13
eur_16	10000	indirect f4-ratio	0.05426794799321666	0.1	13
eur_17	8000	indirect f4-ratio	0.07683921505289515	0.1	13
eur_18	6000	indirect f4-ratio	0.08188645723976429	0.1	13
eur_19	4000	indirect f4-ratio	0.07324557861584435	0.1	13
eur_20	2000	indirect f4-ratio	0.06262618105467177	0.1	13
eur_21	0	indirect f4-ratio	0.10978761204877663	0.1	13
eur_1	40000	indirect f4-ratio	0.01969017529555639	0.125	13
eur_2	38000	indirect f4-ratio	0.02221769262128004	0.125	13
eur_3	36000	indirect f4-ratio	0.018059518956380027	0.125	13
eur_4	34000	indirect f4-ratio	0.0024459845087648757	0.125	13
eur_5	32000	indirect f4-ratio	0.0358744394618834	0.125	13
eur_6	30000	indirect f4-ratio	0.002364451691806102	0.125	13
eur_7	28000	indirect f4-ratio	0.0443538524256013	0.125	13
eur_8	26000	indirect f4-ratio	0.03416225030574804	0.125	13
eur_9	24000	indirect f4-ratio	0.02959641255605383	0.125	13
eur_10	22000	indirect f4-ratio	-0.046840603342845455	0.125	13
eur_11	20000	indirect f4-ratio	0.01606196494088863	0.125	13
eur_12	18000	indirect f4-ratio	0.026172034243783115	0.125	13
eur_13	16000	indirect f4-ratio	0.007174887892376747	0.125	13
eur_14	14000	indirect f4-ratio	0.033306155727680364	0.125	13
eur_15	12000	indirect f4-ratio	0.008479412963717903	0.125	13
eur_16	10000	indirect f4-ratio	-0.014064410925397564	0.125	13
eur_17	8000	indirect f4-ratio	0.01969017529555639	0.125	13
eur_18	6000	indirect f4-ratio	0.03966571545046882	0.125	13
eur_19	4000	indirect f4-ratio	-0.014675907052588588	0.125	13
eur_20	2000	indirect f4-ratio	0.016591928251121102	0.125	13
eur_21	0	indirect f4-ratio	-0.009131675499388425	0.125	13
eur_1	40000	indirect f4-ratio	0.05259274441483908	0.15000000000000002	13
eur_2	38000	indirect f4-ratio	0.035130149620823836	0.15000000000000002	13
eur_3	36000	indirect f4-ratio	0.028817380610780874	0.15000000000000002	13
eur_4	34000	indirect f4-ratio	0.04431235908997744	0.15000000000000002	13
eur_5	32000	indirect f4-ratio	6.148800983808433e-4	0.15000000000000002	13
eur_6	30000	indirect f4-ratio	0.005451936872309826	0.15000000000000002	13
eur_7	28000	indirect f4-ratio	0.08604222176675547	0.15000000000000002	13
eur_8	26000	indirect f4-ratio	0.04582906333265002	0.15000000000000002	13
eur_9	24000	indirect f4-ratio	0.06251281000204956	0.15000000000000002	13
eur_10	22000	indirect f4-ratio	0.05152695224431236	0.15000000000000002	13
eur_11	20000	indirect f4-ratio	0.03152285304365654	0.15000000000000002	13
eur_12	18000	indirect f4-ratio	0.04431235908997744	0.15000000000000002	13
eur_13	16000	indirect f4-ratio	0.06062717770034842	0.15000000000000002	13
eur_14	14000	indirect f4-ratio	0.03877843820455007	0.15000000000000002	13
eur_15	12000	indirect f4-ratio	0.023816355810616918	0.15000000000000002	13
eur_16	10000	indirect f4-ratio	0.03840951014552163	0.15000000000000002	13
eur_17	8000	indirect f4-ratio	0.06103709776593558	0.15000000000000002	13
eur_18	6000	indirect f4-ratio	0.027423652387784436	0.15000000000000002	13
eur_19	4000	indirect f4-ratio	0.02258659561385523	0.15000000000000002	13
eur_20	2000	indirect f4-ratio	0.01947120311539252	0.15000000000000002	13
eur_21	0	indirect f4-ratio	0.05078909612625526	0.15000000000000002	13
eur_1	40000	indirect f4-ratio	0.030871622163418988	0.17500000000000002	13
eur_2	38000	indirect f4-ratio	0.00958223077539877	0.17500000000000002	13
eur_3	36000	indirect f4-ratio	0.04065431801780117	0.17500000000000002	13
eur_4	34000	indirect f4-ratio	0.01639804346082907	0.17500000000000002	13
eur_5	32000	indirect f4-ratio	0.033958784379760965	0.17500000000000002	13
eur_6	30000	indirect f4-ratio	0.019164461550797762	0.17500000000000002	13
eur_7	28000	indirect f4-ratio	0.047750781813807985	0.17500000000000002	13
eur_8	26000	indirect f4-ratio	2.0046507898319188e-4	0.17500000000000002	13
eur_9	24000	indirect f4-ratio	0.053804827199101846	0.17500000000000002	13
eur_10	22000	indirect f4-ratio	0.026942506615347583	0.17500000000000002	13
eur_11	20000	indirect f4-ratio	0.00693609173282006	0.17500000000000002	13
eur_12	18000	indirect f4-ratio	0.012909951086520599	0.17500000000000002	13
eur_13	16000	indirect f4-ratio	0.016598508539812262	0.17500000000000002	13
eur_14	14000	indirect f4-ratio	0.011747253628417886	0.17500000000000002	13
eur_15	12000	indirect f4-ratio	0.01828241520327145	0.17500000000000002	13
eur_16	10000	indirect f4-ratio	-0.003528185390105243	0.17500000000000002	13
eur_17	8000	indirect f4-ratio	0.02594018122043129	0.17500000000000002	13
eur_18	6000	indirect f4-ratio	6.013952369495756e-4	0.17500000000000002	13
eur_19	4000	indirect f4-ratio	0.035602598027423604	0.17500000000000002	13
eur_20	2000	indirect f4-ratio	0.0022452088846122153	0.17500000000000002	13
eur_21	0	indirect f4-ratio	4.811161895597049e-4	0.17500000000000002	13
eur_1	40000	indirect f4-ratio	0.03752156988643196	0.2	13
eur_2	38000	indirect f4-ratio	-0.026766724186363833	0.2	13
eur_3	36000	indirect f4-ratio	-0.00325053172278178	0.2	13
eur_4	34000	indirect f4-ratio	0.02656607408001921	0.2	13
eur_5	32000	indirect f4-ratio	0.002809101488823851	0.2	13
eur_6	30000	indirect f4-ratio	-0.0357959789718687	0.2	13
eur_7	28000	indirect f4-ratio	-0.0298166058028011	0.2	13
eur_8	26000	indirect f4-ratio	0.016292788635178024	0.2	13
eur_9	24000	indirect f4-ratio	0.04558770416148317	0.2	13
eur_10	22000	indirect f4-ratio	0.004534692403386997	0.2	13
eur_11	20000	indirect f4-ratio	0.01404550744411881	0.2	13
eur_12	18000	indirect f4-ratio	0.0071832738071351265	0.2	13
eur_13	16000	indirect f4-ratio	-7.223403828404695e-4	0.2	13
eur_14	14000	indirect f4-ratio	-0.013323167061278562	0.2	13
eur_15	12000	indirect f4-ratio	0.001324290701874009	0.2	13
eur_16	10000	indirect f4-ratio	-0.03607688912075124	0.2	13
eur_17	8000	indirect f4-ratio	0.012921866848589536	0.2	13
eur_18	6000	indirect f4-ratio	-0.05020265660740808	0.2	13
eur_19	4000	indirect f4-ratio	-0.04081223163048264	0.2	13
eur_20	2000	indirect f4-ratio	0.0345920783338014	0.2	13
eur_21	0	indirect f4-ratio	-0.036237409205826854	0.2	13
eur_1	40000	indirect f4-ratio	-0.00986220563159601	0.225	13
eur_2	38000	indirect f4-ratio	-0.03318125259228544	0.225	13
eur_3	36000	indirect f4-ratio	-0.03645329277846909	0.225	13
eur_4	34000	indirect f4-ratio	-0.041292225448177344	0.225	13
eur_5	32000	indirect f4-ratio	-0.01668279644223225	0.225	13
eur_6	30000	indirect f4-ratio	-0.013410756256048817	0.225	13
eur_7	28000	indirect f4-ratio	-0.03520899580625847	0.225	13
eur_8	26000	indirect f4-ratio	-0.028526660214756472	0.225	13
eur_9	24000	indirect f4-ratio	-0.09253882667404034	0.225	13
eur_10	22000	indirect f4-ratio	-0.09654822802894136	0.225	13
eur_11	20000	indirect f4-ratio	-0.031706530254850485	0.225	13
eur_12	18000	indirect f4-ratio	-0.028111894557352857	0.225	13
eur_13	16000	indirect f4-ratio	-0.035946356974975835	0.225	13
eur_14	14000	indirect f4-ratio	-0.03179870040094013	0.225	13
eur_15	12000	indirect f4-ratio	-0.08737729849301812	0.225	13
eur_16	10000	indirect f4-ratio	-0.028895340799115266	0.225	13
eur_17	8000	indirect f4-ratio	-0.04622332826397524	0.225	13
eur_18	6000	indirect f4-ratio	-0.11074243052675237	0.225	13
eur_19	4000	indirect f4-ratio	-0.057422001013871515	0.225	13
eur_20	2000	indirect f4-ratio	-0.012258629429927614	0.225	13
eur_21	0	indirect f4-ratio	-0.050877920641504204	0.225	13
eur_1	40000	indirect f4-ratio	-0.04493812560712929	0.25	13
eur_2	38000	indirect f4-ratio	-0.07703678675507875	0.25	13
eur_3	36000	indirect f4-ratio	-0.03872956877982858	0.25	13
eur_4	34000	indirect f4-ratio	-0.07555855893905461	0.25	13
eur_5	32000	indirect f4-ratio	-0.07496726781264518	0.25	13
eur_6	30000	indirect f4-ratio	-0.1112894370063775	0.25	13
eur_7	28000	indirect f4-ratio	-0.0756007940195127	0.25	13
eur_8	26000	indirect f4-ratio	-0.045698357055370176	0.25	13
eur_9	24000	indirect f4-ratio	-0.10136419309878786	0.25	13
eur_10	22000	indirect f4-ratio	-0.09587363263927018	0.25	13
eur_11	20000	indirect f4-ratio	-0.06740718841069393	0.25	13
eur_12	18000	indirect f4-ratio	-0.11487941884529285	0.25	13
eur_13	16000	indirect f4-ratio	-0.1397136461544961	0.25	13
eur_14	14000	indirect f4-ratio	-0.10364488744351052	0.25	13
eur_15	12000	indirect f4-ratio	-0.10347594712167929	0.25	13
eur_16	10000	indirect f4-ratio	-0.15251087553321785	0.25	13
eur_17	8000	indirect f4-ratio	-0.13156227562613498	0.25	13
eur_18	6000	indirect f4-ratio	-0.1283524095113402	0.25	13
eur_19	4000	indirect f4-ratio	-0.157367909785868	0.25	13
eur_20	2000	indirect f4-ratio	-0.10533429066182376	0.25	13
eur_21	0	indirect f4-ratio	-0.10178654390336628	0.25	13
eur_1	40000	indirect f4-ratio	0.10463291766454708	0	14
eur_2	38000	indirect f4-ratio	0.04880667272276806	0	14
eur_3	36000	indirect f4-ratio	0.040218019654802206	0	14
eur_4	34000	indirect f4-ratio	0.02716987364769996	0	14
eur_5	32000	indirect f4-ratio	0.017177306135931936	0	14
eur_6	30000	indirect f4-ratio	0.04038318605995528	0	14
eur_7	28000	indirect f4-ratio	0.05153191840779581	0	14
eur_8	26000	indirect f4-ratio	0.0826657857791725	0	14
eur_9	24000	indirect f4-ratio	0.035510777107936264	0	14
eur_10	22000	indirect f4-ratio	0.08068378891733419	0	14
eur_11	20000	indirect f4-ratio	0.03741019076719798	0	14
eur_12	18000	indirect f4-ratio	0.024692377570402102	0	14
eur_13	16000	indirect f4-ratio	0.02403171194978937	0	14
eur_14	14000	indirect f4-ratio	0.06342389957882566	0	14
eur_15	12000	indirect f4-ratio	0.031381616979106464	0	14
eur_16	10000	indirect f4-ratio	0.06623172846642988	0	14
eur_17	8000	indirect f4-ratio	0.07110413741844912	0	14
eur_18	6000	indirect f4-ratio	0.05524816252374265	0	14
eur_19	4000	indirect f4-ratio	0.055578495334049016	0	14
eur_20	2000	indirect f4-ratio	0.06647947807415966	0	14
eur_21	0	indirect f4-ratio	0.07894954166322565	0	14
eur_1	40000	indirect f4-ratio	0.04545840768119647	0.025	14
eur_2	38000	indirect f4-ratio	0.014402243181238839	0.025	14
eur_3	36000	indirect f4-ratio	0.06920723935763451	0.025	14
eur_4	34000	indirect f4-ratio	0.053105616449995785	0.025	14
eur_5	32000	indirect f4-ratio	0.05348797688843576	0.025	14
eur_6	30000	indirect f4-ratio	0.06457642960319487	0.025	14
eur_7	28000	indirect f4-ratio	0.07596227377007392	0.025	14
eur_8	26000	indirect f4-ratio	0.059435805930835306	0.025	14
eur_9	24000	indirect f4-ratio	0.06270711190415501	0.025	14
eur_10	22000	indirect f4-ratio	0.04911207409295604	0.025	14
eur_11	20000	indirect f4-ratio	0.013552553318038951	0.025	14
eur_12	18000	indirect f4-ratio	-0.0027190075622398613	0.025	14
eur_13	16000	indirect f4-ratio	0.013000254906958997	0.025	14
eur_14	14000	indirect f4-ratio	0.03220324581527745	0.025	14
eur_15	12000	indirect f4-ratio	-0.013425099838558774	0.025	14
eur_16	10000	indirect f4-ratio	0.009728948933639292	0.025	14
eur_17	8000	indirect f4-ratio	0.06296201886311503	0.025	14
eur_18	6000	indirect f4-ratio	0.0292718157872377	0.025	14
eur_19	4000	indirect f4-ratio	0.034369954966437355	0.025	14
eur_20	2000	indirect f4-ratio	0.04605319058543644	0.025	14
eur_21	0	indirect f4-ratio	-0.004800747727079502	0.025	14
eur_1	40000	indirect f4-ratio	0.1123365685409482	0.05	14
eur_2	38000	indirect f4-ratio	0.07752466511590606	0.05	14
eur_3	36000	indirect f4-ratio	0.11297826261329924	0.05	14
eur_4	34000	indirect f4-ratio	0.10688216892596458	0.05	14
eur_5	32000	indirect f4-ratio	0.1031122162509025	0.05	14
eur_6	30000	indirect f4-ratio	0.08410202935750388	0.05	14
eur_7	28000	indirect f4-ratio	0.06156252506617477	0.05	14
eur_8	26000	indirect f4-ratio	0.10090639287719583	0.05	14
eur_9	24000	indirect f4-ratio	0.11999679152963827	0.05	14
eur_10	22000	indirect f4-ratio	0.11285794497473334	0.05	14
eur_11	20000	indirect f4-ratio	0.11281783909521137	0.05	14
eur_12	18000	indirect f4-ratio	0.09521135798508062	0.05	14
eur_13	16000	indirect f4-ratio	0.15765621240073802	0.05	14
eur_14	14000	indirect f4-ratio	0.10976979225154415	0.05	14
eur_15	12000	indirect f4-ratio	0.12296462661426177	0.05	14
eur_16	10000	indirect f4-ratio	0.11879361514398024	0.05	14
eur_17	8000	indirect f4-ratio	0.1089275687815835	0.05	14
eur_18	6000	indirect f4-ratio	0.09777813427448478	0.05	14
eur_19	4000	indirect f4-ratio	0.1435389428090159	0.05	14
eur_20	2000	indirect f4-ratio	0.12296462661426177	0.05	14
eur_21	0	indirect f4-ratio	0.09990374588914741	0.05	14
eur_1	40000	indirect f4-ratio	0.13195600113650197	0.07500000000000001	14
eur_2	38000	indirect f4-ratio	0.09769858343142424	0.07500000000000001	14
eur_3	36000	indirect f4-ratio	0.10151398303364845	0.07500000000000001	14
eur_4	34000	indirect f4-ratio	0.11653204529772287	0.07500000000000001	14
eur_5	32000	indirect f4-ratio	0.08040751714900352	0.07500000000000001	14
eur_6	30000	indirect f4-ratio	0.0788651215651256	0.07500000000000001	14
eur_7	28000	indirect f4-ratio	0.07216787758249776	0.07500000000000001	14
eur_8	26000	indirect f4-ratio	0.1356496326663148	0.07500000000000001	14
eur_9	24000	indirect f4-ratio	0.09136664366603076	0.07500000000000001	14
eur_10	22000	indirect f4-ratio	0.06745951211592316	0.07500000000000001	14
eur_11	20000	indirect f4-ratio	0.1156390794333726	0.07500000000000001	14
eur_12	18000	indirect f4-ratio	0.0994439258026546	0.07500000000000001	14
eur_13	16000	indirect f4-ratio	0.09867272801071558	0.07500000000000001	14
eur_14	14000	indirect f4-ratio	0.07318261151925964	0.07500000000000001	14
eur_15	12000	indirect f4-ratio	0.06892072898486012	0.07500000000000001	14
eur_16	10000	indirect f4-ratio	0.14271218086617687	0.07500000000000001	14
eur_17	8000	indirect f4-ratio	0.06441531030563785	0.07500000000000001	14
eur_18	6000	indirect f4-ratio	0.10228518082558746	0.07500000000000001	14
eur_19	4000	indirect f4-ratio	0.08535941876040098	0.07500000000000001	14
eur_20	2000	indirect f4-ratio	0.06977310549173998	0.07500000000000001	14
eur_21	0	indirect f4-ratio	0.06790599504809836	0.07500000000000001	14
eur_1	40000	indirect f4-ratio	0.032444809262539454	0.1	14
eur_2	38000	indirect f4-ratio	0.04821359139413317	0.1	14
eur_3	36000	indirect f4-ratio	0.039789173543007705	0.1	14
eur_4	34000	indirect f4-ratio	0.05192897567719368	0.1	14
eur_5	32000	indirect f4-ratio	0.06821618352270276	0.1	14
eur_6	30000	indirect f4-ratio	0.012831036419406416	0.1	14
eur_7	28000	indirect f4-ratio	0.010282109992655664	0.1	14
eur_8	26000	indirect f4-ratio	0.03948675854322381	0.1	14
eur_9	24000	indirect f4-ratio	0.03520974640342167	0.1	14
eur_10	22000	indirect f4-ratio	-0.024754827839460702	0.1	14
