individual	time	statistic	proportion	rate_eur2afr	replicate
eur_5	32000	direct f4-ratio	0.052466835593978245	0.05	15
eur_6	30000	direct f4-ratio	0.06701445819049039	0.05	15
eur_7	28000	direct f4-ratio	0.04292741094052765	0.05	15
eur_8	26000	direct f4-ratio	0.03246385452377404	0.05	15
eur_9	24000	direct f4-ratio	0.04131763303025786	0.05	15
eur_10	22000	direct f4-ratio	0.03857504844239082	0.05	15
eur_11	20000	direct f4-ratio	0.044149649724251006	0.05	15
eur_12	18000	direct f4-ratio	0.02703830675212401	0.05	15
eur_13	16000	direct f4-ratio	0.05816067968400656	0.05	15
eur_14	14000	direct f4-ratio	0.051721568042927414	0.05	15
eur_15	12000	direct f4-ratio	0.030436726784915786	0.05	15
eur_16	10000	direct f4-ratio	0.03507229095245193	0.05	15
eur_17	8000	direct f4-ratio	0.05181100014905351	0.05	15
eur_18	6000	direct f4-ratio	0.03863466984647489	0.05	15
eur_19	4000	direct f4-ratio	0.04826352660605157	0.05	15
eur_20	2000	direct f4-ratio	0.03478908928305262	0.05	15
eur_21	0	direct f4-ratio	0.032195558205395734	0.05	15
eur_1	40000	direct f4-ratio	0.021334143747150886	0.07500000000000001	15
eur_2	38000	direct f4-ratio	0.04038899863242668	0.07500000000000001	15
eur_3	36000	direct f4-ratio	0.040328217596110015	0.07500000000000001	15
eur_4	34000	direct f4-ratio	0.014860963379425619	0.07500000000000001	15
eur_5	32000	direct f4-ratio	0.029174897432001214	0.07500000000000001	15
eur_6	30000	direct f4-ratio	0.019996960948184164	0.07500000000000001	15
eur_7	28000	direct f4-ratio	0.008114268348275338	0.07500000000000001	15
eur_8	26000	direct f4-ratio	0.048168971280960336	0.07500000000000001	15
eur_9	24000	direct f4-ratio	0.01935876006685914	0.07500000000000001	15
eur_10	22000	direct f4-ratio	0.01665400395076736	0.07500000000000001	15
eur_11	20000	direct f4-ratio	0.03516182950919313	0.07500000000000001	15
eur_12	18000	direct f4-ratio	0.01941954110317581	0.07500000000000001	15
eur_13	16000	direct f4-ratio	0.009299498556450387	0.07500000000000001	15
eur_14	14000	direct f4-ratio	0.025923111989059413	0.07500000000000001	15
eur_15	12000	direct f4-ratio	0.02492022488983437	0.07500000000000001	15
eur_16	10000	direct f4-ratio	0.008904421820392036	0.07500000000000001	15
eur_17	8000	direct f4-ratio	0.012733627108342195	0.07500000000000001	15
eur_18	6000	direct f4-ratio	0.005044826014283544	0.07500000000000001	15
eur_19	4000	direct f4-ratio	0.011244491718583802	0.07500000000000001	15
eur_20	2000	direct f4-ratio	0.008752469229600365	0.07500000000000001	15
eur_21	0	direct f4-ratio	0.025132958516942715	0.07500000000000001	15
eur_1	40000	direct f4-ratio	0.0037902907911094943	0.1	15
eur_2	38000	direct f4-ratio	0.012007641226234878	0.1	15
eur_3	36000	direct f4-ratio	0.04872797841050366	0.1	15
eur_4	34000	direct f4-ratio	0.03614421298402013	0.1	15
eur_5	32000	direct f4-ratio	0.02119530610388429	0.1	15
eur_6	30000	direct f4-ratio	0.01564632038569999	0.1	15
eur_7	28000	direct f4-ratio	0.010006367688529064	0.1	15
eur_8	26000	direct f4-ratio	0.008338639740440886	0.1	15
eur_9	24000	direct f4-ratio	0.02913975560204979	0.1	15
eur_10	22000	direct f4-ratio	0.00703477970829922	0.1	15
eur_11	20000	direct f4-ratio	0.017859850207707938	0.1	15
eur_12	18000	direct f4-ratio	0.011188938415355225	0.1	15
eur_13	16000	direct f4-ratio	0.019527578155796112	0.1	15
eur_14	14000	direct f4-ratio	0.010067012341186815	0.1	15
eur_15	12000	direct f4-ratio	0.00764122623487674	0.1	15
eur_16	10000	direct f4-ratio	0.01813275114466782	0.1	15
eur_17	8000	direct f4-ratio	0.018830164650231965	0.1	15
eur_18	6000	direct f4-ratio	0.012765699384456777	0.1	15
eur_19	4000	direct f4-ratio	0.01049152490979108	0.1	15
eur_20	2000	direct f4-ratio	0.012341186815852513	0.1	15
eur_21	0	direct f4-ratio	0.027229449043330606	0.1	15
eur_1	40000	direct f4-ratio	0.004571219601389651	0.125	15
eur_2	38000	direct f4-ratio	0.028493935515328826	0.125	15
eur_3	36000	direct f4-ratio	0.029164381056865973	0.125	15
eur_4	34000	direct f4-ratio	0.021179984153105385	0.125	15
eur_5	32000	direct f4-ratio	0.030170049369171698	0.125	15
eur_6	30000	direct f4-ratio	0.014749801913817275	0.125	15
eur_7	28000	direct f4-ratio	0.02057048820625343	0.125	15
eur_8	26000	direct f4-ratio	0.01676113853842872	0.125	15
eur_9	24000	direct f4-ratio	0.01764490766136405	0.125	15
eur_10	22000	direct f4-ratio	0.0196562442859755	0.125	15
eur_11	20000	direct f4-ratio	0.028829158286097396	0.125	15
eur_12	18000	direct f4-ratio	0.029682452611690134	0.125	15
eur_13	16000	direct f4-ratio	0.0393429633692936	0.125	15
eur_14	14000	direct f4-ratio	0.0034741268970561352	0.125	15
eur_15	12000	direct f4-ratio	0.018284878405558605	0.125	15
eur_16	10000	direct f4-ratio	0.017675382458706652	0.125	15
eur_17	8000	direct f4-ratio	0.0055768879136953746	0.125	15
eur_18	6000	direct f4-ratio	0.02188090449198513	0.125	15
eur_19	4000	direct f4-ratio	0.02529408179435607	0.125	15
eur_20	2000	direct f4-ratio	0.023983665508624366	0.125	15
eur_21	0	direct f4-ratio	0.017462058877308468	0.125	15
eur_1	40000	direct f4-ratio	0.047696135743622026	0.15000000000000002	15
eur_2	38000	direct f4-ratio	0.05929789849207063	0.15000000000000002	15
eur_3	36000	direct f4-ratio	0.03990166981443175	0.15000000000000002	15
eur_4	34000	direct f4-ratio	0.02509218454897023	0.15000000000000002	15
eur_5	32000	direct f4-ratio	0.03696375573342927	0.15000000000000002	15
eur_6	30000	direct f4-ratio	0.06595317324699464	0.15000000000000002	15
eur_7	28000	direct f4-ratio	0.03648409629163294	0.15000000000000002	15
eur_8	26000	direct f4-ratio	0.051293581557094466	0.15000000000000002	15
eur_9	24000	direct f4-ratio	0.04262973288964835	0.15000000000000002	15
eur_10	22000	direct f4-ratio	0.0389423509308391	0.15000000000000002	15
eur_11	20000	direct f4-ratio	0.04688671043559073	0.15000000000000002	15
eur_12	18000	direct f4-ratio	0.029379140810024882	0.15000000000000002	15
eur_13	16000	direct f4-ratio	0.05647989927151722	0.15000000000000002	15
eur_14	14000	direct f4-ratio	0.04826573133075516	0.15000000000000002	15
eur_15	12000	direct f4-ratio	0.04271966903498516	0.15000000000000002	15
eur_16	10000	direct f4-ratio	0.039961627244656295	0.15000000000000002	15
eur_17	8000	direct f4-ratio	0.02245405761909045	0.15000000000000002	15
eur_18	6000	direct f4-ratio	0.037233564169439695	0.15000000000000002	15
eur_19	4000	direct f4-ratio	0.04715651887160117	0.15000000000000002	15
eur_20	2000	direct f4-ratio	0.024582546392061633	0.15000000000000002	15
eur_21	0	direct f4-ratio	0.03156758701322061	0.15000000000000002	15
eur_1	40000	direct f4-ratio	0.0019337756225269985	0.17500000000000002	15
eur_2	38000	direct f4-ratio	0.02454407520899652	0.17500000000000002	15
eur_3	36000	direct f4-ratio	0.06616487668461607	0.17500000000000002	15
eur_4	34000	direct f4-ratio	0.024692827179960134	0.17500000000000002	15
eur_5	32000	direct f4-ratio	0.022253294856156843	0.17500000000000002	15
eur_6	30000	direct f4-ratio	0.03216017612233362	0.17500000000000002	15
eur_7	28000	direct f4-ratio	0.02701335792699253	0.17500000000000002	15
eur_8	26000	direct f4-ratio	0.02261029958646952	0.17500000000000002	15
eur_9	24000	direct f4-ratio	0.018861749918186416	0.17500000000000002	15
eur_10	22000	direct f4-ratio	0.047035373218695144	0.17500000000000002	15
eur_11	20000	direct f4-ratio	0.034272454110016955	0.17500000000000002	15
eur_12	18000	direct f4-ratio	0.03349894386100616	0.17500000000000002	15
eur_13	16000	direct f4-ratio	0.045696605480022606	0.17500000000000002	15
eur_14	14000	direct f4-ratio	0.03370719662035522	0.17500000000000002	15
eur_15	12000	direct f4-ratio	0.03855651087376907	0.17500000000000002	15
eur_16	10000	direct f4-ratio	0.02894713354951953	0.17500000000000002	15
eur_17	8000	direct f4-ratio	0.026448100437330792	0.17500000000000002	15
eur_18	6000	direct f4-ratio	0.0381995061434564	0.17500000000000002	15
eur_19	4000	direct f4-ratio	0.038943265998274475	0.17500000000000002	15
eur_20	2000	direct f4-ratio	0.027459613839883375	0.17500000000000002	15
eur_21	0	direct f4-ratio	0.02115253027102609	0.17500000000000002	15
eur_1	40000	direct f4-ratio	0.05200678349349915	0.2	15
eur_2	38000	direct f4-ratio	0.08262417307075307	0.2	15
eur_3	36000	direct f4-ratio	0.05857638305348877	0.2	15
eur_4	34000	direct f4-ratio	0.01781430950452997	0.2	15
eur_5	32000	direct f4-ratio	0.060959772661298955	0.2	15
eur_6	30000	direct f4-ratio	0.05188455838540633	0.2	15
eur_7	28000	direct f4-ratio	0.07648236138908836	0.2	15
eur_8	26000	direct f4-ratio	0.027836768368142025	0.2	15
eur_9	24000	direct f4-ratio	0.04305379432569936	0.2	15
eur_10	22000	direct f4-ratio	0.0599514155195331	0.2	15
eur_11	20000	direct f4-ratio	0.0432065757108154	0.2	15
eur_12	18000	direct f4-ratio	0.062334805127343296	0.2	15
eur_13	16000	direct f4-ratio	0.05839304539134953	0.2	15
eur_14	14000	direct f4-ratio	0.03217575970543749	0.2	15
eur_15	12000	direct f4-ratio	0.0725711579301178	0.2	15
eur_16	10000	direct f4-ratio	0.06349594365422517	0.2	15
eur_17	8000	direct f4-ratio	0.03804256489389333	0.2	15
eur_18	6000	direct f4-ratio	0.03859257788031106	0.2	15
eur_19	4000	direct f4-ratio	0.057812476127908574	0.2	15
eur_20	2000	direct f4-ratio	0.05387071639191481	0.2	15
eur_21	0	direct f4-ratio	0.0505400821963852	0.2	15
eur_1	40000	direct f4-ratio	0.03162632645761297	0.225	15
eur_2	38000	direct f4-ratio	0.03353404077739359	0.225	15
eur_3	36000	direct f4-ratio	0.03684273280076309	0.225	15
eur_4	34000	direct f4-ratio	0.0696017646357458	0.225	15
eur_5	32000	direct f4-ratio	0.0724931441516633	0.225	15
eur_6	30000	direct f4-ratio	0.05165732681530941	0.225	15
eur_7	28000	direct f4-ratio	0.06253726004530821	0.225	15
eur_8	26000	direct f4-ratio	0.06197090735662335	0.225	15
eur_9	24000	direct f4-ratio	0.03526290687969477	0.225	15
eur_10	22000	direct f4-ratio	0.078365327292238	0.225	15
eur_11	20000	direct f4-ratio	0.06194109932037678	0.225	15
eur_12	18000	direct f4-ratio	0.04268510790509122	0.225	15
eur_13	16000	direct f4-ratio	0.07314892094908787	0.225	15
eur_14	14000	direct f4-ratio	0.065339215452486	0.225	15
eur_15	12000	direct f4-ratio	0.04384762131870753	0.225	15
eur_16	10000	direct f4-ratio	0.03743889352569453	0.225	15
eur_17	8000	direct f4-ratio	0.04891498748062478	0.225	15
eur_18	6000	direct f4-ratio	0.04191009896268034	0.225	15
eur_19	4000	direct f4-ratio	0.06030165732681532	0.225	15
eur_20	2000	direct f4-ratio	0.06578633599618458	0.225	15
eur_21	0	direct f4-ratio	0.0617026350304042	0.225	15
eur_1	40000	direct f4-ratio	0.008479366873940079	0.25	15
eur_2	38000	direct f4-ratio	0.012674422064205172	0.25	15
eur_3	36000	direct f4-ratio	0.02549760495076017	0.25	15
eur_4	34000	direct f4-ratio	0.010175240248728096	0.25	15
eur_5	32000	direct f4-ratio	0.01434054327452322	0.25	15
eur_6	30000	direct f4-ratio	0.03364969801553063	0.25	15
eur_7	28000	direct f4-ratio	0.025824878759929785	0.25	15
eur_8	26000	direct f4-ratio	0.019457915563357235	0.25	15
eur_9	24000	direct f4-ratio	0.005355389604593734	0.25	15
eur_10	22000	direct f4-ratio	0.0031834815982862753	0.25	15
eur_11	20000	direct f4-ratio	0.028829847371396274	0.25	15
eur_12	18000	direct f4-ratio	0.030763738061944008	0.25	15
eur_13	16000	direct f4-ratio	0.0046413376573145705	0.25	15
eur_14	14000	direct f4-ratio	0.04397369908660856	0.25	15
eur_15	12000	direct f4-ratio	0.01621492963613103	0.25	15
eur_16	10000	direct f4-ratio	0.04647288090208563	0.25	15
eur_17	8000	direct f4-ratio	0.026568682871678913	0.25	15
eur_18	6000	direct f4-ratio	0.030376959923834462	0.25	15
eur_19	4000	direct f4-ratio	0.04590758977715629	0.25	15
eur_20	2000	direct f4-ratio	0.03165630299604296	0.25	15
eur_21	0	direct f4-ratio	0.029811668798905126	0.25	15
eur_1	40000	direct f4-ratio	0.01304949185158458	0	16
eur_2	38000	direct f4-ratio	0.0261891875638944	0	16
eur_3	36000	direct f4-ratio	0.026008779842443923	0	16
eur_4	34000	direct f4-ratio	0.029316254735702686	0	16
eur_5	32000	direct f4-ratio	0.020386072523904022	0	16
eur_6	30000	direct f4-ratio	0.010583919658428047	0	16
eur_7	28000	direct f4-ratio	0.03256359372181129	0	16
eur_8	26000	direct f4-ratio	0.025016537374466293	0	16
eur_9	24000	direct f4-ratio	0.014823501112514282	0	16
eur_10	22000	direct f4-ratio	0.014492753623188404	0	16
eur_11	20000	direct f4-ratio	0.015424860184015876	0	16
eur_12	18000	direct f4-ratio	0.02919598292140237	0	16
eur_13	16000	direct f4-ratio	0.029256118828552526	0	16
eur_14	14000	direct f4-ratio	0.01040351193697757	0	16
eur_15	12000	direct f4-ratio	0.018521859402249083	0	16
eur_16	10000	direct f4-ratio	0.0261891875638944	0	16
eur_17	8000	direct f4-ratio	0.023873955138613265	0	16
eur_18	6000	direct f4-ratio	0.010734259426303445	0	16
eur_19	4000	direct f4-ratio	0.02528714895664201	0	16
eur_20	2000	direct f4-ratio	0.02309218834566119	0	16
eur_21	0	direct f4-ratio	0.026219255517469477	0	16
eur_1	40000	direct f4-ratio	0.0484128391558787	0.025	16
eur_2	38000	direct f4-ratio	0.019861677602411774	0.025	16
eur_3	36000	direct f4-ratio	0.041555831412188916	0.025	16
eur_4	34000	direct f4-ratio	0.03706330909735769	0.025	16
eur_5	32000	direct f4-ratio	0.019566116923804458	0.025	16
eur_6	30000	direct f4-ratio	0.0510137731276231	0.025	16
eur_7	28000	direct f4-ratio	0.027723591653366436	0.025	16
eur_8	26000	direct f4-ratio	0.034876160075663534	0.025	16
eur_9	24000	direct f4-ratio	0.04389076077318673	0.025	16
eur_10	22000	direct f4-ratio	0.020511911095347873	0.025	16
eur_11	20000	direct f4-ratio	0.013359342673050776	0.025	16
eur_12	18000	direct f4-ratio	0.033191464207601815	0.025	16
eur_13	16000	direct f4-ratio	0.0380977714724833	0.025	16
eur_14	14000	direct f4-ratio	0.010728852633445645	0.025	16
eur_15	12000	direct f4-ratio	0.0297334042678962	0.025	16
eur_16	10000	direct f4-ratio	0.033871253768398654	0.025	16
eur_17	8000	direct f4-ratio	0.01634450552698469	0.025	16
eur_18	6000	direct f4-ratio	0.037388425843825734	0.025	16
eur_19	4000	direct f4-ratio	0.040994266122835014	0.025	16
eur_20	2000	direct f4-ratio	0.048797068038068214	0.025	16
eur_21	0	direct f4-ratio	0.027930484128391556	0.025	16
eur_1	40000	direct f4-ratio	0.021959939565288935	0.05	16
eur_2	38000	direct f4-ratio	0.00493649867612081	0.05	16
eur_3	36000	direct f4-ratio	0.019596403835509882	0.05	16
eur_4	34000	direct f4-ratio	0.039282562192403774	0.05	16
eur_5	32000	direct f4-ratio	0.017202949931936155	0.05	16
eur_6	30000	direct f4-ratio	0.029020628580831428	0.05	16
eur_7	28000	direct f4-ratio	0.009513979266705561	0.05	16
eur_8	26000	direct f4-ratio	0.020523867223144702	0.05	16
eur_9	24000	direct f4-ratio	0.03784648985025954	0.05	16
eur_10	22000	direct f4-ratio	0.011817678648895272	0.05	16
eur_11	20000	direct f4-ratio	0.017113195410552142	0.05	16
eur_12	18000	direct f4-ratio	0.03362802734521085	0.05	16
eur_13	16000	direct f4-ratio	0.015318104982871845	0.05	16
eur_14	14000	direct f4-ratio	0.028661610495295368	0.05	16
eur_15	12000	direct f4-ratio	0.035752217684632534	0.05	16
eur_16	10000	direct f4-ratio	0.03488459064458706	0.05	16
eur_17	8000	direct f4-ratio	0.008287334141124026	0.05	16
eur_18	6000	direct f4-ratio	0.016843931846400095	0.05	16
eur_19	4000	direct f4-ratio	0.030755882660922378	0.05	16
eur_20	2000	direct f4-ratio	0.027853819802839238	0.05	16
eur_21	0	direct f4-ratio	0.03024727370641296	0.05	16
eur_1	40000	direct f4-ratio	-0.006716351960408874	0.07500000000000001	16
eur_2	38000	direct f4-ratio	0.003093056823872507	0.07500000000000001	16
eur_3	36000	direct f4-ratio	0.015200164963030607	0.07500000000000001	16
eur_4	34000	direct f4-ratio	-0.007541167113441542	0.07500000000000001	16
eur_5	32000	direct f4-ratio	0.002533360827171768	0.07500000000000001	16
eur_6	30000	direct f4-ratio	0.01355053465696527	0.07500000000000001	16
eur_7	28000	direct f4-ratio	0.0018852917783603856	0.07500000000000001	16
eur_8	26000	direct f4-ratio	0.0032992606121306747	0.07500000000000001	16
eur_9	24000	direct f4-ratio	-0.002503903143134887	0.07500000000000001	16
eur_10	22000	direct f4-ratio	0.0015023418858809321	0.07500000000000001	16
eur_11	20000	direct f4-ratio	-0.0024449877750611247	0.07500000000000001	16
eur_12	18000	direct f4-ratio	-0.005803163755265562	0.07500000000000001	16
eur_13	16000	direct f4-ratio	0.007364421009220256	0.07500000000000001	16
eur_14	14000	direct f4-ratio	0.0022093263027660767	0.07500000000000001	16
eur_15	12000	direct f4-ratio	-0.0017085456741390993	0.07500000000000001	16
eur_16	10000	direct f4-ratio	0.003358175980204437	0.07500000000000001	16
eur_17	8000	direct f4-ratio	-0.003151972191946269	0.07500000000000001	16
eur_18	6000	direct f4-ratio	-0.006156655963708134	0.07500000000000001	16
eur_19	4000	direct f4-ratio	-0.004006245029015819	0.07500000000000001	16
eur_20	2000	direct f4-ratio	9.426458891801928e-4	0.07500000000000001	16
eur_21	0	direct f4-ratio	0.006510148172150706	0.07500000000000001	16
eur_1	40000	direct f4-ratio	0.006633602953830749	0.1	16
eur_2	38000	direct f4-ratio	0.008761362391851933	0.1	16
eur_3	36000	direct f4-ratio	0.01830498928297636	0.1	16
eur_4	34000	direct f4-ratio	0.0013454949387486897	0.1	16
eur_5	32000	direct f4-ratio	0.014268504466730293	0.1	16
eur_6	30000	direct f4-ratio	0.005350689175023859	0.1	16
eur_7	28000	direct f4-ratio	0.04937653519407983	0.1	16
eur_8	26000	direct f4-ratio	0.032417040849852155	0.1	16
eur_9	24000	direct f4-ratio	0.008229422532346636	0.1	16
eur_10	22000	direct f4-ratio	0.05613530046779418	0.1	16
eur_11	20000	direct f4-ratio	0.013673983447283194	0.1	16
eur_12	18000	direct f4-ratio	0.03157219519063786	0.1	16
eur_13	16000	direct f4-ratio	0.022278892939280627	0.1	16
eur_14	14000	direct f4-ratio	0.027347966894566388	0.1	16
eur_15	12000	direct f4-ratio	0.030539606051598167	0.1	16
eur_16	10000	direct f4-ratio	0.030633477791510863	0.1	16
eur_17	8000	direct f4-ratio	0.01689691318428587	0.1	16
eur_18	6000	direct f4-ratio	0.013142043587777898	0.1	16
eur_19	4000	direct f4-ratio	0.014675282006351988	0.1	16
eur_20	2000	direct f4-ratio	0.019368869001986953	0.1	16
eur_21	0	direct f4-ratio	0.022278892939280627	0.1	16
eur_1	40000	direct f4-ratio	0.0037781471966147804	0.125	16
eur_2	38000	direct f4-ratio	0.04234547377965846	0.125	16
eur_3	36000	direct f4-ratio	0.053559014659211125	0.125	16
eur_4	34000	direct f4-ratio	0.03509143116215808	0.125	16
eur_5	32000	direct f4-ratio	0.05528184978086746	0.125	16
eur_6	30000	direct f4-ratio	0.04364515641529394	0.125	16
eur_7	28000	direct f4-ratio	0.0346380534985643	0.125	16
eur_8	26000	direct f4-ratio	0.02009974308599063	0.125	16
eur_9	24000	direct f4-ratio	0.043705606770439775	0.125	16
eur_10	22000	direct f4-ratio	0.05371014054707572	0.125	16
eur_11	20000	direct f4-ratio	0.05422396856581533	0.125	16
eur_12	18000	direct f4-ratio	0.029106846002720264	0.125	16
eur_13	16000	direct f4-ratio	0.032008463049720416	0.125	16
eur_14	14000	direct f4-ratio	0.048964787668127556	0.125	16
eur_15	12000	direct f4-ratio	0.038204624452168656	0.125	16
eur_16	10000	direct f4-ratio	0.04228502342451262	0.125	16
eur_17	8000	direct f4-ratio	0.034547377965845553	0.125	16
eur_18	6000	direct f4-ratio	0.05395194196765906	0.125	16
eur_19	4000	direct f4-ratio	0.02886504458213692	0.125	16
eur_20	2000	direct f4-ratio	0.049690191929877586	0.125	16
eur_21	0	direct f4-ratio	0.04564001813510654	0.125	16
eur_1	40000	direct f4-ratio	0.008929382207827586	0.15000000000000002	16
eur_2	38000	direct f4-ratio	0.014771317008202922	0.15000000000000002	16
eur_3	36000	direct f4-ratio	0.009867724066955231	0.15000000000000002	16
eur_4	34000	direct f4-ratio	0.004146865635499591	0.15000000000000002	16
eur_5	32000	direct f4-ratio	0.016375578896388895	0.15000000000000002	16
eur_6	30000	direct f4-ratio	0.009443956775736296	0.15000000000000002	16
eur_7	28000	direct f4-ratio	0.037170445258346695	0.15000000000000002	16
eur_8	26000	direct f4-ratio	0.040439507219178494	0.15000000000000002	16
eur_9	24000	direct f4-ratio	0.015285891576111632	0.15000000000000002	16
eur_10	22000	direct f4-ratio	0.01519508429942186	0.15000000000000002	16
